Violation Charged Code,Violation Description,Violation Year,Violation Month,Violation Day of Week,Age at Violation,Gender,State of License,Police Agency,Court,Source
1180D12,SPEED IN ZONE 11-30,2019,8,TUESDAY,49,M,FLORIDA,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,9,THURSDAY,28,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,9,THURSDAY,19,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,9,THURSDAY,21,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,9,THURSDAY,19,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,9,THURSDAY,29,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,9,THURSDAY,46,F,FLORIDA,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,9,FRIDAY,37,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,9,THURSDAY,44,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,9,THURSDAY,40,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,9,THURSDAY,52,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,9,THURSDAY,44,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,9,THURSDAY,54,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
37512A2,SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT,2019,9,THURSDAY,26,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,9,FRIDAY,34,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,9,FRIDAY,28,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,9,FRIDAY,47,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,9,FRIDAY,53,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,9,FRIDAY,54,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,9,FRIDAY,41,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,9,FRIDAY,20,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,9,FRIDAY,33,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,9,FRIDAY,18,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,9,FRIDAY,39,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,9,FRIDAY,32,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,9,FRIDAY,27,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,9,FRIDAY,27,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,9,FRIDAY,32,M,PENNSYLVANIA,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,2,WEDNESDAY,48,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,5,WEDNESDAY,62,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,5,WEDNESDAY,60,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,5,WEDNESDAY,59,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,5,WEDNESDAY,61,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,5,WEDNESDAY,40,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,5,WEDNESDAY,30,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,5,WEDNESDAY,32,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,5,THURSDAY,28,M,PENNSYLVANIA,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,5,THURSDAY,61,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,5,THURSDAY,26,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,5,FRIDAY,62,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,5,FRIDAY,63,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,5,FRIDAY,67,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,5,FRIDAY,42,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,5,FRIDAY,54,M,VIRGINIA,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,5,FRIDAY,24,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,5,FRIDAY,64,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,5,FRIDAY,29,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,6,TUESDAY,55,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,1,WEDNESDAY,46,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160C,IMPROPER LEFT TURN ON ONE-WAY RDWY,2019,2,SATURDAY,39,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160C,IMPROPER LEFT TURN ON ONE-WAY RDWY,2019,7,MONDAY,30,M,TEXAS,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1225D1A,MOTOR CARRIER ALLOW/REQUIRE DRIVER TO USE PORTABLE ELECTR DEVICE WHILE OPER CMV,2019,1,THURSDAY,29,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160A,IMPROPER RIGHT TURN,2019,2,WEDNESDAY,44,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,1,TUESDAY,80,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,1,WEDNESDAY,50,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160C,IMPROPER LEFT TURN ON ONE-WAY RDWY,2019,1,FRIDAY,39,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,4,SATURDAY,39,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,4,SATURDAY,35,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1172A,FLD TO STOP AT STOP SIGN,2019,11,SATURDAY,41,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1172A,FLD TO STOP AT STOP SIGN,2019,12,FRIDAY,30,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
37540B,INADEQUATE OR NO STOP LAMPS,2019,3,THURSDAY,61,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,33,F,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
5091G,UNLICENSED GT 60DAYS,2019,1,THURSDAY,69,M,UNKNOWN,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,19,M,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
1160E,IMPROPER U-TURN,2019,1,THURSDAY,39,M,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,1,THURSDAY,53,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,25,M,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,21,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,1,THURSDAY,30,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,1,THURSDAY,54,M,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
1229C1C,BACK SEAT PASS AGE 8-15 NO/IMPROPR SEAT BELT,2019,1,THURSDAY,42,F,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,1,THURSDAY,52,F,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
406A22,SPEED-PSTD 11-30 NYC,2019,1,THURSDAY,55,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,1,THURSDAY,53,F,NEW JERSEY,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
405B1,U-TRN BUSIN DIST NYC,2019,1,THURSDAY,58,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,1,THURSDAY,28,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
1163D,IMPROPER SIGNAL,2019,1,THURSDAY,40,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
4014B,COM VEH ON PKWAY NYC,2019,1,THURSDAY,25,M,PENNSYLVANIA,NYC POLICE DEPT,BRONX TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,39,F,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,54,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,21,F,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
414A2,NO CMV ON PKWAY NYC,2019,1,THURSDAY,32,M,ILLINOIS,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,1,THURSDAY,54,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,37,F,NEW YORK,NYC POLICE DEPT,BROOKLYN NORTH TVB,TVB
1163AT,IMPROPER TURN,2019,1,THURSDAY,50,F,CONNECTICUT,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,1,THURSDAY,47,M,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,46,F,NEW JERSEY,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,1,FRIDAY,36,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,42,F,NEW JERSEY,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,1,THURSDAY,60,F,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,1,THURSDAY,44,F,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,31,M,MARYLAND,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1211A,BACKING UNSAFELY,2019,1,THURSDAY,63,M,NORTH CAROLINA,NYC POLICE DEPT,BROOKLYN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,26,M,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,1,THURSDAY,45,F,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,MONDAY,30,F,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,1,THURSDAY,30,F,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,30,F,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
406A22,SPEED-PSTD 11-30 NYC,2019,1,THURSDAY,34,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
1229C3,NO SEAT BELT ADULT,2019,1,THURSDAY,65,M,NEW YORK,NYC POLICE DEPT,BROOKLYN NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,54,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,43,M,PENNSYLVANIA,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1163D,IMPROPER SIGNAL,2019,1,THURSDAY,30,F,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
5091G,UNLICENSED GT 60DAYS,2019,1,THURSDAY,30,F,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,1,THURSDAY,30,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,FRIDAY,61,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
411C,IMPROP TAXI PKUP NYC,2019,1,THURSDAY,29,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,1,THURSDAY,33,F,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,53,F,NEW YORK,NYC POLICE DEPT,BROOKLYN NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,1,THURSDAY,25,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
3191U,OPERATING W/O INSURANCE,2019,1,THURSDAY,43,M,NEW YORK,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,1,THURSDAY,27,M,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,36,F,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,25,M,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,41,M,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1163AT,IMPROPER TURN,2019,1,THURSDAY,22,M,NEW YORK,NYC POLICE DEPT,BROOKLYN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,1,THURSDAY,43,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,1,THURSDAY,60,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,1,THURSDAY,17,M,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
4011A,UNREGISTERED MOTOR VEHICLE,2019,1,THURSDAY,31,M,MARYLAND,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
406A22,SPEED-PSTD 11-30 NYC,2019,1,THURSDAY,21,F,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
1163D,IMPROPER SIGNAL,2019,1,THURSDAY,36,F,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,69,M,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,31,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,32,F,VIRGINIA,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,31,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
1229C3,NO SEAT BELT ADULT,2019,1,THURSDAY,56,F,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,22,M,UNKNOWN,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
306B,UNINSPECTED MOTOR VEHICLE,2019,1,THURSDAY,63,M,NORTH CAROLINA,NYC POLICE DEPT,BROOKLYN NORTH TVB,TVB
4021,PLATE MISSING/INSECURE/DIRTY,2019,1,THURSDAY,63,M,NORTH CAROLINA,NYC POLICE DEPT,BROOKLYN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,37,F,NEW YORK,NYC POLICE DEPT,BROOKLYN NORTH TVB,TVB
412A1,FLD CMPLY W/ ORD-NYC,2019,1,THURSDAY,21,F,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
1111D1N,NYC REDLIGHT,2019,1,THURSDAY,28,M,UNKNOWN,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,61,M,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
1456,UNAUTH USE HIRE VEH,2019,1,THURSDAY,40,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,25,M,NEW JERSEY,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
3191U,OPERATING W/O INSURANCE,2019,1,THURSDAY,63,M,NORTH CAROLINA,NYC POLICE DEPT,BROOKLYN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,1,THURSDAY,46,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
37522,VISIBILITY DISTORTED BROKEN/DISCOLORED GLASS,2019,1,THURSDAY,63,M,NORTH CAROLINA,NYC POLICE DEPT,BROOKLYN NORTH TVB,TVB
1163AT,IMPROPER TURN,2019,1,THURSDAY,18,F,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
5091,UNLICENSED OPERATOR,2019,1,THURSDAY,22,M,NEW YORK,NYC POLICE DEPT,BROOKLYN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,1,THURSDAY,45,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,44,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,1,THURSDAY,44,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
12271,CONSUMPTION/ALCOHOL IN MOTOR VEHICLE,2019,1,THURSDAY,52,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
1111D1N,NYC REDLIGHT,2019,1,SUNDAY,46,M,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
412P1,BIKING OFF LANE NYC,2019,1,THURSDAY,25,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1229C1C,BACK SEAT PASS AGE 8-15 NO/IMPROPR SEAT BELT,2019,1,THURSDAY,61,M,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,29,M,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,41,M,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1236B,NO BELL OR SIGNAL DEVICE ON BICYCLE,2019,1,THURSDAY,25,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
406A12,SPD-UNPSTD 11-30 NYC,2019,1,THURSDAY,35,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,59,F,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
412P1,BIKING OFF LANE NYC,2019,1,THURSDAY,23,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,89,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1163D,IMPROPER SIGNAL,2019,1,THURSDAY,39,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
412A3,FLD PRESENT DOC -NYC,2019,1,THURSDAY,23,M,NEW YORK,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,32,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,67,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,64,M,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,1,THURSDAY,30,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
37540B,INADEQUATE OR NO STOP LAMPS,2019,1,THURSDAY,39,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,1,THURSDAY,25,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,62,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
406A12,SPD-UNPSTD 11-30 NYC,2019,1,THURSDAY,19,M,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
1236E,NO/IMPROPER REFLECTOR-BICYCLE,2019,1,THURSDAY,23,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,52,F,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,28,M,UNKNOWN,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,24,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,28,M,UNKNOWN,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,23,M,NEW YORK,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
5091,UNLICENSED OPERATOR,2019,1,THURSDAY,25,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
412M,IMP USE BUS LANE NYC,2019,1,THURSDAY,28,M,UNKNOWN,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,48,M,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
37524A,OPER MV/MC/BIC W/MORE 1 EARPHONE,2019,1,THURSDAY,28,M,UNKNOWN,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,1,THURSDAY,30,M,CONNECTICUT,NYC POLICE DEPT,BRONX TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,62,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160A,IMPROPER RIGHT TURN,2019,1,THURSDAY,29,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
406A22,SPEED-PSTD 11-30 NYC,2019,1,THURSDAY,20,M,NEW JERSEY,NYC POLICE DEPT,BRONX TVB,TVB
